Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-08-30 00:00:00+00:00,0.6416400074958801,0.6813579797744751,0.6272199749946594,0.6548179984092712,379373574,0.0,0.0
2025-08-31 00:00:00+00:00,0.6547819972038269,0.6816650032997131,0.642333984375,0.642425000667572,375242091,0.0,0.0
2025-09-01 00:00:00+00:00,0.642428994178772,0.6507530212402344,0.6098030209541321,0.6272919774055481,407550363,0.0,0.0
2025-09-02 00:00:00+00:00,0.6272919774055481,0.7049710154533386,0.6272919774055481,0.6880750060081482,908798429,0.0,0.0
2025-09-03 00:00:00+00:00,0.6880750060081482,0.736670970916748,0.6765220165252686,0.7301819920539856,642873332,0.0,0.0
2025-09-04 00:00:00+00:00,0.7301819920539856,0.7365260124206543,0.6414480209350586,0.6481800079345703,631723549,0.0,0.0
2025-09-05 00:00:00+00:00,0.6481800079345703,0.7378249764442444,0.6448609828948975,0.7354850172996521,1210705915,0.0,0.0
2025-09-06 00:00:00+00:00,0.7354850172996521,0.7623999714851379,0.7265620231628418,0.7377730011940002,855604535,0.0,0.0
2025-09-07 00:00:00+00:00,0.7377730011940002,0.7513520121574402,0.7304409742355347,0.737205982208252,444431366,0.0,0.0
2025-09-08 00:00:00+00:00,0.7372009754180908,0.8034549951553345,0.7358099818229675,0.7812319993972778,869784065,0.0,0.0
2025-09-09 00:00:00+00:00,0.781233012676239,0.865211009979248,0.7758979797363281,0.807744026184082,1653966784,0.0,0.0
2025-09-10 00:00:00+00:00,0.8077419996261597,0.8352829813957214,0.7723770141601562,0.7789689898490906,900231555,0.0,0.0
2025-09-11 00:00:00+00:00,0.7789689898490906,0.797340989112854,0.7515599727630615,0.7798380255699158,638934892,0.0,0.0
2025-09-12 00:00:00+00:00,0.7798330187797546,0.787352979183197,0.7455840110778809,0.7779099941253662,583824651,0.0,0.0
2025-09-13 00:00:00+00:00,0.7779099941253662,0.7827540040016174,0.751492977142334,0.7613919973373413,468116176,0.0,0.0
2025-09-14 00:00:00+00:00,0.7613919973373413,0.7631109952926636,0.7345759868621826,0.7430239915847778,349892495,0.0,0.0
2025-09-15 00:00:00+00:00,0.7430239915847778,0.7747099995613098,0.6982060074806213,0.7029910087585449,916631557,0.0,0.0
2025-09-16 00:00:00+00:00,0.7029910087585449,0.7126650214195251,0.6869900226593018,0.6986669898033142,443981292,0.0,0.0
2025-09-17 00:00:00+00:00,0.6986669898033142,0.7210789918899536,0.6741210222244263,0.7095500230789185,595348141,0.0,0.0
2025-09-18 00:00:00+00:00,0.7095530033111572,0.7141600251197815,0.6939809918403625,0.6991170048713684,477545513,0.0,0.0
2025-09-19 00:00:00+00:00,0.6991170048713684,0.7093160152435303,0.6554660201072693,0.6729350090026855,474623892,0.0,0.0
2025-09-20 00:00:00+00:00,0.6729350090026855,0.6808789968490601,0.6609209775924683,0.6661379933357239,220301814,0.0,0.0
2025-09-21 00:00:00+00:00,0.6661379933357239,0.6793609857559204,0.6418589949607849,0.6444479823112488,291460285,0.0,0.0
2025-09-22 00:00:00+00:00,0.6444479823112488,0.6449530124664307,0.5837169885635376,0.6005849838256836,653583989,0.0,0.0
2025-09-23 00:00:00+00:00,0.6005849838256836,0.6185939908027649,0.5814020037651062,0.6035839915275574,396176506,0.0,0.0
2025-09-24 00:00:00+00:00,0.6035839915275574,0.6164600253105164,0.5891749858856201,0.5941950082778931,340465622,0.0,0.0
2025-09-25 00:00:00+00:00,0.5941950082778931,0.6038089990615845,0.5507699847221375,0.5652700066566467,568174389,0.0,0.0
2025-09-26 00:00:00+00:00,0.5652700066566467,0.59723299741745,0.5637410283088684,0.5971680283546448,350616461,0.0,0.0
2025-09-27 00:00:00+00:00,0.5972020030021667,0.5985890030860901,0.5726010203361511,0.578341007232666,151504169,0.0,0.0
2025-09-28 00:00:00+00:00,0.578341007232666,0.6030570268630981,0.5600810050964355,0.5998010039329529,181523620,0.0,0.0
2025-09-29 00:00:00+00:00,0.5998029708862305,0.6001489758491516,0.5570650100708008,0.5652099847793579,310654495,0.0,0.0
2025-09-30 00:00:00+00:00,0.5651839971542358,0.5667319893836975,0.5376369953155518,0.5588539838790894,320376544,0.0,0.0
2025-10-01 00:00:00+00:00,0.5588579773902893,0.5976229906082153,0.5567100048065186,0.579787015914917,315633640,0.0,0.0
2025-10-02 00:00:00+00:00,0.5797989964485168,0.6542209982872009,0.5781239867210388,0.6324149966239929,676318958,0.0,0.0
2025-10-03 00:00:00+00:00,0.6324149966239929,0.6345199942588806,0.6039929986000061,0.617123007774353,439627841,0.0,0.0
2025-10-04 00:00:00+00:00,0.617123007774353,0.6187639832496643,0.5817090272903442,0.5893570184707642,247185008,0.0,0.0
2025-10-05 00:00:00+00:00,0.5893570184707642,0.629876971244812,0.5822150111198425,0.5847610235214233,357136227,0.0,0.0
2025-10-06 00:00:00+00:00,0.5847610235214233,0.6087110042572021,0.56803297996521,0.6034740209579468,476513176,0.0,0.0
2025-10-07 00:00:00+00:00,0.6034740209579468,0.6077049970626831,0.5451369881629944,0.5453150272369385,461847624,0.0,0.0
2025-10-08 00:00:00+00:00,0.5453150272369385,0.5799130201339722,0.534837007522583,0.5770679712295532,392746730,0.0,0.0
2025-10-09 00:00:00+00:00,0.5770660042762756,0.5778020024299622,0.5377960205078125,0.5468509793281555,326168085,0.0,0.0
2025-10-10 00:00:00+00:00,0.5468350052833557,0.5690510272979736,0.18584899604320526,0.43606600165367126,905488588,0.0,0.0
2025-10-11 00:00:00+00:00,0.43606600165367126,0.4587189853191376,0.356673002243042,0.3687640130519867,566146395,0.0,0.0
2025-10-12 00:00:00+00:00,0.36875900626182556,0.4241960048675537,0.347584992647171,0.4132539927959442,782072280,0.0,0.0
2025-10-13 00:00:00+00:00,0.41325798630714417,0.4768359959125519,0.4014590084552765,0.4679509997367859,741032302,0.0,0.0
2025-10-14 00:00:00+00:00,0.4679509997367859,0.4771980047225952,0.41512900590896606,0.4375939965248108,607844150,0.0,0.0
2025-10-15 00:00:00+00:00,0.4375939965248108,0.4694820046424866,0.4179829955101013,0.4197629988193512,487117507,0.0,0.0
2025-10-16 00:00:00+00:00,0.4197629988193512,0.4438759982585907,0.3957209885120392,0.4025520086288452,385423692,0.0,0.0
